locus,length,segSites,nHaps,nucDiv,ttRatio,model,gammaShape,rate1,rate2,rate3,rate4,Q1,Q2,Q3
L50301_,303,5,7,0.00165581590998174,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L50432_,306,5,6,0.0013035619653266714,1.5,JC,1,1,NA,NA,NA,1,NA,NA
L50847_,385,2,3,2.19234360410831e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L50861_,301,4,6,0.0013144089250820604,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L50981_,304,6,5,8.879742373139732e-4,0.5,JC,1,1,NA,NA,NA,1,NA,NA
L51064_,301,4,5,0.0018101398635055397,3,JC,1,1,NA,NA,NA,1,NA,NA
L51082_,302,11,9,8.513679444380492e-4,10,K80,1,1,NA,NA,NA,1,20.103400521984607,NA
L51227_,306,5,5,5.545461427814369e-4,4,JC,1,1,NA,NA,NA,1,NA,NA
L51493_,303,8,7,8.957849351344633e-4,1.6666666666666667,JC,1,1,NA,NA,NA,1,NA,NA
L51556_,378,7,6,4.928601875532822e-4,6,K80,1,1,NA,NA,NA,1,12.057868734011636,NA
L51663_,301,3,4,6.689961207850838e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L51767_,409,2,3,1.246112480079751e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L51825_,304,2,3,1.6911526515368052e-4,1,F81,1,1,NA,NA,NA,1,NA,NA
L51849_,303,3,3,3.38428886913127e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L51898_,300,4,5,9.354776393315947e-4,Inf,HKY,1,1,NA,NA,NA,1,22026.465794806718,NA
L52007_,302,4,5,9.391427803998311e-4,1,F81,1,1,NA,NA,NA,1,NA,NA
L52024_,302,1,2,1.1319596331683357e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L52099_,307,3,4,2.7775419932282676e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L521_,300,4,5,3.9843523616343087e-4,1,F81,1,1,NA,NA,NA,1,NA,NA
L52116_,308,1,2,1.6496531498505441e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L52137_,364,5,5,6.39351785912105e-4,0.6666666666666666,JC,1,1,NA,NA,NA,1,NA,NA
L5214_,368,6,5,6.834577406381547e-4,5,K80,1,1,NA,NA,NA,1,10.051744454270642,NA
L5228_,304,2,3,1.685419930684138e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L52284_,341,3,4,2.500698164462159e-4,0.5,JC,1,1,NA,NA,NA,1,NA,NA
L52370_,306,3,4,2.24278900749489e-4,0.5,JC,1,1,NA,NA,NA,1,NA,NA
L52486_,307,6,7,8.13456695809637e-4,Inf,HKY,1,1,NA,NA,NA,1,22026.465794806718,NA
L52532_,305,6,6,0.0019717039358116127,2,F81,1,1,NA,NA,NA,1,NA,NA
L52596_,301,5,6,3.426800273373954e-4,0.6666666666666666,JC,1,1,NA,NA,NA,1,NA,NA
L52722_,366,1,2,2.262140811380732e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L52843_,306,3,4,3.8846619728972673e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L52991_,304,1,2,3.258446235637112e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L52992_,305,4,5,8.113753976166737e-4,3,F81,1,1,NA,NA,NA,1,NA,NA
L53021_,301,5,6,9.242738191166878e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L53490_,300,1,2,0.0017077175697865353,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L53495_,384,10,7,7.49337168022289e-4,2.3333333333333335,JC,1,1,NA,NA,NA,1,NA,NA
L53540_,301,3,4,2.8444367437696725e-4,Inf,HKY,1,1,NA,NA,NA,1,22026.465794806718,NA
L53693_,310,2,3,1.657329598506069e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L53881_,347,4,5,8.50369998745767e-4,3,F81,1,1,NA,NA,NA,1,NA,NA
L53969_,265,4,5,7.388615823687966e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L54113_,346,2,3,3.347172202214219e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L54146_,389,4,5,2.1913778704093774e-4,3,JC,1,1,NA,NA,NA,1,NA,NA
L54288_,305,4,5,5.573754925699093e-4,3,F81,1,1,NA,NA,NA,1,NA,NA
L54468_,300,2,3,1.7144788950062783e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L54469_,470,4,5,2.1617342589209596e-4,3,JC,1,1,NA,NA,NA,1,NA,NA
L54550_,300,4,4,7.210470395054573e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L54770_,270,4,4,6.613756613756613e-4,3,F81,1,1,NA,NA,NA,1,NA,NA
L54837_,303,3,4,2.8154606552518617e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L55077_,410,8,4,8.504901960784313e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L55186_,252,4,6,5.235427504335067e-4,3,F81,1,1,NA,NA,NA,1,NA,NA
L5522_,320,3,4,3.1884136291172416e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L55330_,307,3,2,3.3387092210621625e-4,Inf,HKY,1,1,NA,NA,NA,1,22026.465794806718,NA
L55482_,382,4,5,5.218216318785579e-4,3,JC,1,1,NA,NA,NA,1,NA,NA
L55550_,305,1,2,1.666429283577838e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L55783_,435,1,2,7.777228538474214e-5,0,JC,1,1,NA,NA,NA,1,NA,NA
L55831_,394,2,2,1.7215219421101773e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L55966_,235,8,9,0.0012503724894213006,0.6,JC,1,1,NA,NA,NA,1,NA,NA
L56009_,301,4,3,0.0013904530884518756,1,F81,1,1,NA,NA,NA,1,NA,NA
L56020_,303,5,6,5.071653234672708e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L56158_,301,4,4,8.412987188002349e-4,0.3333333333333333,JC,1,1,NA,NA,NA,1,NA,NA
L56268_,405,2,3,2.8472148353012093e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L56376_,309,2,3,5.841132439597912e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L56434_,303,1,2,1.1280962897104235e-4,0,F81,1,1,NA,NA,NA,1,NA,NA
L56524_,300,1,2,1.1397662513281173e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L5657_,405,4,5,3.733645356876928e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L56767_,314,7,7,0.0013535677428866283,1.3333333333333333,JC,1,1,NA,NA,NA,1,NA,NA
L56776_,302,5,7,6.72460765127969e-4,1.5,JC,1,1,NA,NA,NA,1,NA,NA
L56978_,289,2,3,3.4020528626675585e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L56982_,302,3,4,4.4606883849430175e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L57109_,301,1,2,1.6893355280256432e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L57190_,415,8,7,5.301379811183733e-4,7,HKY,1,1,NA,NA,NA,1,13.142258899162671,NA
L57252_,300,1,2,1.1397662513281173e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L57338_,301,5,5,8.360045048947415e-4,4,F81,1,1,NA,NA,NA,1,NA,NA
L57541_,302,6,5,8.921376769886035e-4,0.2,JC,1,1,NA,NA,NA,1,NA,NA
L5767_,303,5,6,4.512385158841694e-4,0.6666666666666666,JC,1,1,NA,NA,NA,1,NA,NA
L57718_,335,2,3,3.9045921398862577e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L57819_,303,2,3,1.696924503589832e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L57924_,372,9,10,0.0010647352863797453,2,JC,1,1,NA,NA,NA,1,NA,NA
L58223_,306,10,9,0.001145525777878719,1,JC,1,1,NA,NA,NA,1,NA,NA
L58298_,352,4,5,3.3785444002162266e-4,0.3333333333333333,JC,1,1,NA,NA,NA,1,NA,NA
L58426_,304,7,7,9.370414832599706e-4,6,K80,1,1,NA,NA,NA,1,12.049577522428299,NA
L59253_,344,3,4,5.803519012395378e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L59274_,459,6,6,6.101113011576313e-4,5,HKY,1,1,NA,NA,NA,1,10.449578488917004,NA
L59733_,215,6,7,0.0014461598592925542,5,K80,1,1,NA,NA,NA,1,10.038615019062814,NA
L60017_,305,3,4,3.310415075120957e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L60483_,306,8,7,6.165303959421607e-4,3,HKY,1,1,NA,NA,NA,1,5.950423161566655,NA
L61010_,237,2,3,2.0978855677292012e-4,1,F81,1,1,NA,NA,NA,1,NA,NA
L61099_,300,1,2,1.6951608229498697e-4,0,F81,1,1,NA,NA,NA,1,NA,NA
L61421_,304,6,6,0.0011976219059052192,1,F81,1,1,NA,NA,NA,1,NA,NA
L61619_,303,5,7,0.0035926998785862467,1.5,JC,1,1,NA,NA,NA,1,NA,NA
L61753_,300,5,6,6.23490775620593e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L61792_,268,6,6,4.954220494167816e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L61852_,406,8,9,4.891611817140649e-4,3,JC,1,1,NA,NA,NA,1,NA,NA
L61906_,303,4,4,2.834580931348649e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L61936_,291,5,6,6.184604425962826e-4,4,JC,1,1,NA,NA,NA,1,NA,NA
L62187_,300,6,7,7.910750507099391e-4,5,K80,1,1,NA,NA,NA,1,10.028581948456145,NA
L62533_,304,8,9,8.417652775395872e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L62645_,302,3,4,5.021871762403591e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L6408_,322,1,2,1.0593981182216477e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L653_,302,6,7,5.098614788381106e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L6538_,477,2,2,0.0011996233182780607,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L6585_,306,4,5,4.991861609508669e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L666_,301,2,3,2.2620732141653913e-4,1,F81,1,1,NA,NA,NA,1,NA,NA
L6868_,304,8,9,8.908325234855847e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L6883_,320,2,3,1.6038673533929701e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L7031_,304,2,3,2.248518455001048e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L722_,313,1,2,2.657828808090893e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L7342_,321,2,3,2.6435011303556794e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L7650_,302,2,3,6.408042669122443e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L7687_,305,6,5,5.611736219911693e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L7748_,388,5,5,3.931202110473819e-4,1.5,JC,1,1,NA,NA,NA,1,NA,NA
L7794_,303,12,12,0.0010152866607393812,1.4,JC,1,1,NA,NA,NA,1,NA,NA
L7877_,300,2,2,2.2795325026562347e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L8266_,302,5,6,4.5374314109205324e-4,4,JC,1,1,NA,NA,NA,1,NA,NA
L843_,302,7,6,0.0010005372011818426,0.75,JC,1,1,NA,NA,NA,1,NA,NA
L8473_,301,3,4,3.9417828987265005e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L872_,301,3,4,3.961034585655568e-4,0.5,JC,1,1,NA,NA,NA,1,NA,NA
L8899_,350,5,6,3.4148953699126704e-4,4,JC,1,1,NA,NA,NA,1,NA,NA
L8904_,300,9,9,0.0016130590167101324,8,K80,1,1,NA,NA,NA,1,18.085872659184332,NA
L8927_,301,5,7,0.001854418743442394,1.5,F81,1,1,NA,NA,NA,1,NA,NA
L8969_,317,1,2,1.0766521592350295e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L90_,355,2,3,1.441156172613973e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L9178_,314,6,5,9.108248562582926e-4,2,F81,1,1,NA,NA,NA,1,NA,NA
L921_,320,3,4,0.001668925634770037,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L9298_,326,5,5,3.674254511931354e-4,1.5,JC,1,1,NA,NA,NA,1,NA,NA
L9689_,303,8,10,0.001741857152417281,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L9848_,304,2,3,3.306084338497303e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L9892_,304,1,2,6.626460107852665e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
