locus,length,segSites,nHaps,nucDiv,ttRatio,model,gammaShape,rate1,rate2,rate3,rate4,Q1,Q2,Q3
L46424_,460,1,2,8.006672226855713e-5,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L46912_,309,1,2,1.2050175592257762e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L47166_,355,2,3,2.9790083285366915e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L47221_,300,2,3,7.506255212677231e-4,1,F81,1,1,NA,NA,NA,1,NA,NA
L47317_,334,3,4,0.0019893120810552003,2,JC,1,1,NA,NA,NA,1,NA,NA
L47476_,312,2,3,0.00155593237189932,0,JC,1,1,NA,NA,NA,1,NA,NA
L47486_,304,3,5,0.0016918860955558203,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L47516_,326,5,5,0.0012953832835379694,1.5,F81,1,1,NA,NA,NA,1,NA,NA
L47592_,314,2,3,2.359422325622229e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L47625_,302,2,3,8.300295908691032e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L4764_,303,2,3,4.218532508603586e-4,1,F81,1,1,NA,NA,NA,1,NA,NA
L47918_,305,3,4,0.003096931058367849,2,F81,1,1,NA,NA,NA,1,NA,NA
L47929_,300,1,2,1.2424146558914035e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L48098_,305,4,4,0.0029476541185451148,Inf,HKY,1,1,NA,NA,NA,1,22026.465794806718,NA
L48114_,308,4,5,0.0021332094418727017,3,JC,1,1,NA,NA,NA,1,NA,NA
L48119_,303,3,4,0.0010981847785555086,2,F81,1,1,NA,NA,NA,1,NA,NA
L48186_,300,1,2,2.4388139541572002e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L48545_,300,1,2,4.14713410600788e-4,0,F81,1,1,NA,NA,NA,1,NA,NA
L48644_,301,1,2,3.576863881413205e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L48657_,301,3,4,8.426265874483031e-4,0.5,JC,1,1,NA,NA,NA,1,NA,NA
L48818_,302,7,5,0.001781735921487084,0.4,F81,1,1,NA,NA,NA,1,NA,NA
L48929_,284,3,3,4.410952789296244e-4,2,F81,1,1,NA,NA,NA,1,NA,NA
L49019_,413,3,4,4.4040008526543005e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L4904_,304,2,4,0.0011784196581051101,1,JC,1,1,NA,NA,NA,1,NA,NA
L49058_,301,8,5,0.0012903077879905648,3,K80,1,1,NA,NA,NA,1,6.050321634717999,NA
L49082_,364,2,3,0.0015026646499201313,1,JC,1,1,NA,NA,NA,1,NA,NA
L49350_,301,2,3,3.6685783399109797e-4,1,F81,1,1,NA,NA,NA,1,NA,NA
L49365_,304,8,9,0.0015146850563388953,0.3333333333333333,JC,1,1,NA,NA,NA,1,NA,NA
L49428_,304,3,4,4.856654922185721e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L49441_,302,3,4,8.780147840095055e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L49473_,412,2,3,1.7842397686297453e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L49523_,351,1,2,1.570223475574709e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L49795_,304,2,3,3.6424911916392913e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L49798_,300,4,5,5.539098674182508e-4,0.3333333333333333,F81,1,1,NA,NA,NA,1,NA,NA
L49903_,300,2,3,4.216157142446292e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L50127_,361,1,2,3.426407096131867e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L50234_,301,2,3,2.4648260721276896e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L5027_,302,3,4,0.0016274978006786476,2,JC,1,1,NA,NA,NA,1,NA,NA
L5031_,396,3,4,2.337872233769938e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L50316_,305,1,2,4.076843697431475e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L50495_,339,1,2,2.661792628608947e-4,0,F81,1,1,NA,NA,NA,1,NA,NA
L5052_,348,5,6,0.0018264727509611067,4,JC,1,1,NA,NA,NA,1,NA,NA
L50562_,306,2,3,0.0014139034781236617,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L5063_,307,3,4,0.0026458636967394266,2,F81,1,1,NA,NA,NA,1,NA,NA
L50748_,494,5,4,0.001035298010049697,1.5,JC,1,1,NA,NA,NA,1,NA,NA
L50781_,303,4,4,0.002446862715516628,3,F81,1,1,NA,NA,NA,1,NA,NA
L51074_,305,1,2,1.8150718819355112e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L51187_,301,4,3,4.339240317675956e-4,3,JC,1,1,NA,NA,NA,1,NA,NA
L51254_,301,4,4,0.0010730591644239615,3,JC,1,1,NA,NA,NA,1,NA,NA
L51332_,317,2,3,0.0016370862798260222,0,F81,1,1,NA,NA,NA,1,NA,NA
L5155_,300,3,4,3.1002847200253087e-4,2,F81,1,1,NA,NA,NA,1,NA,NA
L518_,300,1,2,8.196485577061344e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L5200_,301,1,2,1.2381451897199556e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L52134_,300,3,4,0.001475942595841362,2,JC,1,1,NA,NA,NA,1,NA,NA
L52452_,335,5,5,6.030666581125297e-4,1.5,JC,1,1,NA,NA,NA,1,NA,NA
L52595_,319,3,4,0.0017241984285718142,2,F81,1,1,NA,NA,NA,1,NA,NA
L5303_,308,4,5,5.390398038633984e-4,3,F81,1,1,NA,NA,NA,1,NA,NA
L53253_,352,1,2,1.5656321788625022e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L53675_,335,3,4,8.894591646885225e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L53816_,309,5,5,0.0028507591331683874,0.25,F81,1,1,NA,NA,NA,1,NA,NA
L53858_,303,3,3,3.0685411904687356e-4,0.5,JC,1,1,NA,NA,NA,1,NA,NA
L5398_,305,1,2,1.2213567803678207e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L54013_,306,4,5,0.0013383900998579898,3,JC,1,1,NA,NA,NA,1,NA,NA
L54094_,305,1,2,2.9685755078384527e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L54264_,303,4,5,6.666533829385694e-4,1,F81,1,1,NA,NA,NA,1,NA,NA
L54358_,300,1,2,1.2424146558914035e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L54458_,303,1,2,2.4138431628177064e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L54505_,262,4,3,0.001272689072955198,1,JC,1,1,NA,NA,NA,1,NA,NA
L54765_,333,1,2,0.0010974057328475486,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L567_,306,3,4,4.243401032391858e-4,0.5,F81,1,1,NA,NA,NA,1,NA,NA
L5860_,301,1,2,1.840021323611601e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L6037_,301,4,6,7.325692372509736e-4,3,JC,1,1,NA,NA,NA,1,NA,NA
L609_,302,1,2,1.8337198807225196e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L6529_,303,1,2,1.2296936867184542e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L6530_,305,4,5,8.917035382592838e-4,1,F81,1,1,NA,NA,NA,1,NA,NA
L6542_,310,4,5,9.886016124548234e-4,3,JC,1,1,NA,NA,NA,1,NA,NA
L6641_,324,3,4,0.0012292621770796258,2,JC,1,1,NA,NA,NA,1,NA,NA
L7406_,301,2,3,3.680042647223202e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L762_,304,4,5,0.0032209380833234046,Inf,HKY,1,1,NA,NA,NA,1,22026.465794806718,NA
L7809_,303,3,4,0.0013788509764963409,0.5,F81,1,1,NA,NA,NA,1,NA,NA
L8003_,304,2,3,2.4396747856774066e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L8318_,306,4,5,9.777291887383631e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L8343_,300,3,4,0.001323516723706537,0.5,JC,1,1,NA,NA,NA,1,NA,NA
L8373_,301,6,8,0.0038061500276576417,1,F81,1,1,NA,NA,NA,1,NA,NA
L8409_,398,3,5,0.0020678744314420092,2,JC,1,1,NA,NA,NA,1,NA,NA
L852_,305,1,2,2.9685755078384527e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L8562_,388,3,4,2.325821345967e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L8850_,300,5,7,0.0022087371660291623,1.5,JC,1,1,NA,NA,NA,1,NA,NA
L8887_,305,4,3,0.0011201424916243762,0.3333333333333333,JC,1,1,NA,NA,NA,1,NA,NA
L9008_,303,3,4,2.470773426091709e-4,Inf,HKY,1,1,NA,NA,NA,1,22026.465794806718,NA
L9017_,307,1,2,0.0012586246114186064,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L9109_,301,1,2,1.2381451897199556e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L915_,303,2,3,5.334365668774035e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L919_,304,1,2,1.8212455958196457e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L9296_,330,1,2,0.0015638031693077565,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L9306_,409,2,3,0.002328172390943999,1,JC,1,1,NA,NA,NA,1,NA,NA
L9452_,305,2,3,0.0014164345994543475,0,F81,1,1,NA,NA,NA,1,NA,NA
L9499_,301,1,2,5.210527673404813e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L9691_,397,2,3,1.393620647883519e-4,1,F81,1,1,NA,NA,NA,1,NA,NA
L9699_,300,3,4,0.0010526013056857725,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L9807_,306,2,3,4.1983184185019054e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L9810_,303,2,2,4.8276863256354127e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L9814_,303,1,2,4.645509483158605e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L9833_,302,2,3,0.0019239777440104196,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L9971_,245,3,4,0.0021473677043795,2,F81,1,1,NA,NA,NA,1,NA,NA
L9997_,304,2,3,2.451022110261953e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
